disease_id,disease_name,clinical_scope,body_system,overview,common_symptoms,red_flags,follow_up_questions,emergency_triggers,likely_causes_or_associations,student_context,triage_level_hint,triage_advice,self_care_guidance,referral_guidance,differential_considerations,source_note,validation_status
D0584,Pancreatitis Concern,Gastrointestinal,Gastrointestinal,"Screening profile for Pancreatitis Concern. This entry supports symptom-to-condition ranking, follow-up questioning, and triage escalation in a university health-monitoring context.","[""stomach pain"", ""diarrhea"", ""vomiting"", ""nausea"", ""loss of appetite""]","[""blood in stool"", ""severe dehydration"", ""persistent vomiting"", ""severe abdominal pain"", ""black stool"", ""fainting""]","[""How many times has the student vomited or passed stool today?"", ""Is there blood in stool or vomit?"", ""Can the student keep fluids down?"", ""Is the abdominal pain severe or localized?"", ""Any recent suspicious food or unsafe water exposure?""]","[""SpO₂ <= 90%"", ""Temperature >= 40°C"", ""Heart rate >= 130 BPM"", ""Systolic BP >= 180 or diastolic BP >= 120"", ""blood in stool"", ""severe dehydration"", ""persistent vomiting"", ""severe abdominal pain"", ""black stool""]","[""contaminated food or water"", ""viral or bacterial gastroenteritis"", ""dietary irritation"", ""stress-related gut symptoms""]","Often linked to campus food, water quality, shared kitchens, and dehydration.",Routine to urgent depending on red flags,"Assess hydration and severity; refer urgently for blood in stool, persistent vomiting, severe pain, or dehydration signs.","Encourage rest, hydration, symptom monitoring, avoiding self-medication misuse, and returning for review if symptoms worsen. This guidance is supportive, not diagnostic.","Refer to a clinician urgently if any red flag is present, symptoms are severe, symptoms persist, vital signs are abnormal, or the student appears unwell.","[""Pancreatitis Concern"", ""Food poisoning"", ""Gastroenteritis"", ""Peptic ulcer/gastritis"", ""Appendicitis concern"", ""Dehydration""]",Prototype curated from uploaded symptom-disease dataset and common university-health triage categories; not copied from external medical pages.,Prototype CDSS knowledge base - requires clinician review and validation before real-world medical use
D0585,Pyelonephritis Concern,Genitourinary/Reproductive,Genitourinary,"Screening profile for Pyelonephritis Concern. This entry supports symptom-to-condition ranking, follow-up questioning, and triage escalation in a university health-monitoring context.","[""painful urination"", ""frequent urination"", ""lower abdominal pain"", ""pelvic pain"", ""discharge""]","[""blood in urine"", ""severe pelvic pain"", ""high fever"", ""flank pain"", ""pregnancy concern"", ""testicular pain""]","[""Is urination painful or frequent?"", ""Any blood in urine, discharge, pelvic pain, or flank pain?"", ""Any fever or chills?"", ""How long have urinary symptoms been present?"", ""Any recent unprotected sexual exposure?""]","[""SpO₂ <= 90%"", ""Temperature >= 40°C"", ""Heart rate >= 130 BPM"", ""Systolic BP >= 180 or diastolic BP >= 120"", ""blood in urine"", ""severe pelvic pain"", ""high fever"", ""flank pain"", ""pregnancy concern""]","[""urinary infection"", ""dehydration or irritation"", ""sexual exposure in selected cases"", ""hygiene-related factors""]",Important for student clinics because symptoms may be sensitive and require confidential care.,Routine to urgent depending on red flags,"Refer for clinical testing when urinary symptoms are persistent, severe, associated with fever, blood, flank pain, or reproductive symptoms.","Encourage rest, hydration, symptom monitoring, avoiding self-medication misuse, and returning for review if symptoms worsen. This guidance is supportive, not diagnostic.","Refer to a clinician urgently if any red flag is present, symptoms are severe, symptoms persist, vital signs are abnormal, or the student appears unwell.","[""Pyelonephritis Concern"", ""UTI"", ""STI-related syndrome"", ""Kidney infection concern"", ""Pelvic inflammatory concern"", ""Kidney stone""]",Prototype curated from uploaded symptom-disease dataset and common university-health triage categories; not copied from external medical pages.,Prototype CDSS knowledge base - requires clinician review and validation before real-world medical use
D0586,Kidney Stone Concern,Genitourinary/Reproductive,Genitourinary,"Screening profile for Kidney Stone Concern. This entry supports symptom-to-condition ranking, follow-up questioning, and triage escalation in a university health-monitoring context.","[""painful urination"", ""frequent urination"", ""lower abdominal pain"", ""pelvic pain"", ""discharge""]","[""blood in urine"", ""severe pelvic pain"", ""high fever"", ""flank pain"", ""pregnancy concern"", ""testicular pain""]","[""Is urination painful or frequent?"", ""Any blood in urine, discharge, pelvic pain, or flank pain?"", ""Any fever or chills?"", ""How long have urinary symptoms been present?"", ""Any recent unprotected sexual exposure?""]","[""SpO₂ <= 90%"", ""Temperature >= 40°C"", ""Heart rate >= 130 BPM"", ""Systolic BP >= 180 or diastolic BP >= 120"", ""blood in urine"", ""severe pelvic pain"", ""high fever"", ""flank pain"", ""pregnancy concern""]","[""urinary infection"", ""dehydration or irritation"", ""sexual exposure in selected cases"", ""hygiene-related factors""]",Important for student clinics because symptoms may be sensitive and require confidential care.,Routine to urgent depending on red flags,"Refer for clinical testing when urinary symptoms are persistent, severe, associated with fever, blood, flank pain, or reproductive symptoms.","Encourage rest, hydration, symptom monitoring, avoiding self-medication misuse, and returning for review if symptoms worsen. This guidance is supportive, not diagnostic.","Refer to a clinician urgently if any red flag is present, symptoms are severe, symptoms persist, vital signs are abnormal, or the student appears unwell.","[""Kidney Stone Concern"", ""UTI"", ""STI-related syndrome"", ""Kidney infection concern"", ""Pelvic inflammatory concern"", ""Kidney stone""]",Prototype curated from uploaded symptom-disease dataset and common university-health triage categories; not copied from external medical pages.,Prototype CDSS knowledge base - requires clinician review and validation before real-world medical use
D0587,Urethritis Concern,Genitourinary/Reproductive,Genitourinary,"Screening profile for Urethritis Concern. This entry supports symptom-to-condition ranking, follow-up questioning, and triage escalation in a university health-monitoring context.","[""painful urination"", ""frequent urination"", ""lower abdominal pain"", ""pelvic pain"", ""discharge""]","[""blood in urine"", ""severe pelvic pain"", ""high fever"", ""flank pain"", ""pregnancy concern"", ""testicular pain""]","[""Is urination painful or frequent?"", ""Any blood in urine, discharge, pelvic pain, or flank pain?"", ""Any fever or chills?"", ""How long have urinary symptoms been present?"", ""Any recent unprotected sexual exposure?""]","[""SpO₂ <= 90%"", ""Temperature >= 40°C"", ""Heart rate >= 130 BPM"", ""Systolic BP >= 180 or diastolic BP >= 120"", ""blood in urine"", ""severe pelvic pain"", ""high fever"", ""flank pain"", ""pregnancy concern""]","[""urinary infection"", ""dehydration or irritation"", ""sexual exposure in selected cases"", ""hygiene-related factors""]",Important for student clinics because symptoms may be sensitive and require confidential care.,Routine to urgent depending on red flags,"Refer for clinical testing when urinary symptoms are persistent, severe, associated with fever, blood, flank pain, or reproductive symptoms.","Encourage rest, hydration, symptom monitoring, avoiding self-medication misuse, and returning for review if symptoms worsen. This guidance is supportive, not diagnostic.","Refer to a clinician urgently if any red flag is present, symptoms are severe, symptoms persist, vital signs are abnormal, or the student appears unwell.","[""Urethritis Concern"", ""UTI"", ""STI-related syndrome"", ""Kidney infection concern"", ""Pelvic inflammatory concern"", ""Kidney stone""]",Prototype curated from uploaded symptom-disease dataset and common university-health triage categories; not copied from external medical pages.,Prototype CDSS knowledge base - requires clinician review and validation before real-world medical use
D0588,Vaginal Candidiasis,Genitourinary/Reproductive,Genitourinary,"Screening profile for Vaginal Candidiasis. This entry supports symptom-to-condition ranking, follow-up questioning, and triage escalation in a university health-monitoring context.","[""painful urination"", ""frequent urination"", ""lower abdominal pain"", ""pelvic pain"", ""discharge""]","[""blood in urine"", ""severe pelvic pain"", ""high fever"", ""flank pain"", ""pregnancy concern"", ""testicular pain""]","[""Is urination painful or frequent?"", ""Any blood in urine, discharge, pelvic pain, or flank pain?"", ""Any fever or chills?"", ""How long have urinary symptoms been present?"", ""Any recent unprotected sexual exposure?""]","[""SpO₂ <= 90%"", ""Temperature >= 40°C"", ""Heart rate >= 130 BPM"", ""Systolic BP >= 180 or diastolic BP >= 120"", ""blood in urine"", ""severe pelvic pain"", ""high fever"", ""flank pain"", ""pregnancy concern""]","[""urinary infection"", ""dehydration or irritation"", ""sexual exposure in selected cases"", ""hygiene-related factors""]",Important for student clinics because symptoms may be sensitive and require confidential care.,Routine to urgent depending on red flags,"Refer for clinical testing when urinary symptoms are persistent, severe, associated with fever, blood, flank pain, or reproductive symptoms.","Encourage rest, hydration, symptom monitoring, avoiding self-medication misuse, and returning for review if symptoms worsen. This guidance is supportive, not diagnostic.","Refer to a clinician urgently if any red flag is present, symptoms are severe, symptoms persist, vital signs are abnormal, or the student appears unwell.","[""Vaginal Candidiasis"", ""UTI"", ""STI-related syndrome"", ""Kidney infection concern"", ""Pelvic inflammatory concern"", ""Kidney stone""]",Prototype curated from uploaded symptom-disease dataset and common university-health triage categories; not copied from external medical pages.,Prototype CDSS knowledge base - requires clinician review and validation before real-world medical use
D0589,Bacterial Vaginosis,Infectious/Fever,Infectious,"Screening profile for Bacterial Vaginosis. This entry supports symptom-to-condition ranking, follow-up questioning, and triage escalation in a university health-monitoring context.","[""fever"", ""chills"", ""headache"", ""body pain"", ""fatigue""]","[""confusion"", ""stiff neck"", ""persistent vomiting"", ""seizure"", ""very high fever"", ""difficulty breathing""]","[""When did the fever start?"", ""Is the fever continuous or intermittent?"", ""Any chills, sweating, headache, or body pain?"", ""Any vomiting, neck stiffness, rash, or confusion?"", ""Any recent travel, mosquito exposure, unsafe water, or sick contact?""]","[""SpO₂ <= 90%"", ""Temperature >= 40°C"", ""Heart rate >= 130 BPM"", ""Systolic BP >= 180 or diastolic BP >= 120"", ""confusion"", ""stiff neck"", ""persistent vomiting"", ""seizure"", ""very high fever""]","[""mosquito exposure"", ""unsafe food or water exposure"", ""close-contact infection"", ""travel or community outbreak exposure""]","Relevant in African university settings due to malaria risk, water/food safety, outbreaks, and close-contact living.",Routine to urgent depending on red flags,"Assess fever pattern, hydration, mental status, and red flags; encourage proper clinical testing before treatment.","Encourage rest, hydration, symptom monitoring, avoiding self-medication misuse, and returning for review if symptoms worsen. This guidance is supportive, not diagnostic.","Refer to a clinician urgently if any red flag is present, symptoms are severe, symptoms persist, vital signs are abnormal, or the student appears unwell.","[""Bacterial Vaginosis"", ""Malaria-like illness"", ""Typhoid-like illness"", ""Viral fever"", ""Meningitis concern"", ""Sepsis concern""]",Prototype curated from uploaded symptom-disease dataset and common university-health triage categories; not copied from external medical pages.,Prototype CDSS knowledge base - requires clinician review and validation before real-world medical use
D0590,Pelvic Inflammatory Disease Concern,Genitourinary/Reproductive,Genitourinary,"Screening profile for Pelvic Inflammatory Disease Concern. This entry supports symptom-to-condition ranking, follow-up questioning, and triage escalation in a university health-monitoring context.","[""painful urination"", ""frequent urination"", ""lower abdominal pain"", ""pelvic pain"", ""discharge""]","[""blood in urine"", ""severe pelvic pain"", ""high fever"", ""flank pain"", ""pregnancy concern"", ""testicular pain""]","[""Is urination painful or frequent?"", ""Any blood in urine, discharge, pelvic pain, or flank pain?"", ""Any fever or chills?"", ""How long have urinary symptoms been present?"", ""Any recent unprotected sexual exposure?""]","[""SpO₂ <= 90%"", ""Temperature >= 40°C"", ""Heart rate >= 130 BPM"", ""Systolic BP >= 180 or diastolic BP >= 120"", ""blood in urine"", ""severe pelvic pain"", ""high fever"", ""flank pain"", ""pregnancy concern""]","[""urinary infection"", ""dehydration or irritation"", ""sexual exposure in selected cases"", ""hygiene-related factors""]",Important for student clinics because symptoms may be sensitive and require confidential care.,Routine to urgent depending on red flags,"Refer for clinical testing when urinary symptoms are persistent, severe, associated with fever, blood, flank pain, or reproductive symptoms.","Encourage rest, hydration, symptom monitoring, avoiding self-medication misuse, and returning for review if symptoms worsen. This guidance is supportive, not diagnostic.","Refer to a clinician urgently if any red flag is present, symptoms are severe, symptoms persist, vital signs are abnormal, or the student appears unwell.","[""Pelvic Inflammatory Disease Concern"", ""UTI"", ""STI-related syndrome"", ""Kidney infection concern"", ""Pelvic inflammatory concern"", ""Kidney stone""]",Prototype curated from uploaded symptom-disease dataset and common university-health triage categories; not copied from external medical pages.,Prototype CDSS knowledge base - requires clinician review and validation before real-world medical use
D0591,Dysmenorrhea Menstrual Cramps,Genitourinary/Reproductive,Genitourinary,"Screening profile for Dysmenorrhea Menstrual Cramps. This entry supports symptom-to-condition ranking, follow-up questioning, and triage escalation in a university health-monitoring context.","[""painful urination"", ""frequent urination"", ""lower abdominal pain"", ""pelvic pain"", ""discharge""]","[""blood in urine"", ""severe pelvic pain"", ""high fever"", ""flank pain"", ""pregnancy concern"", ""testicular pain""]","[""Is urination painful or frequent?"", ""Any blood in urine, discharge, pelvic pain, or flank pain?"", ""Any fever or chills?"", ""How long have urinary symptoms been present?"", ""Any recent unprotected sexual exposure?""]","[""SpO₂ <= 90%"", ""Temperature >= 40°C"", ""Heart rate >= 130 BPM"", ""Systolic BP >= 180 or diastolic BP >= 120"", ""blood in urine"", ""severe pelvic pain"", ""high fever"", ""flank pain"", ""pregnancy concern""]","[""urinary infection"", ""dehydration or irritation"", ""sexual exposure in selected cases"", ""hygiene-related factors""]",Important for student clinics because symptoms may be sensitive and require confidential care.,Routine to urgent depending on red flags,"Refer for clinical testing when urinary symptoms are persistent, severe, associated with fever, blood, flank pain, or reproductive symptoms.","Encourage rest, hydration, symptom monitoring, avoiding self-medication misuse, and returning for review if symptoms worsen. This guidance is supportive, not diagnostic.","Refer to a clinician urgently if any red flag is present, symptoms are severe, symptoms persist, vital signs are abnormal, or the student appears unwell.","[""Dysmenorrhea Menstrual Cramps"", ""UTI"", ""STI-related syndrome"", ""Kidney infection concern"", ""Pelvic inflammatory concern"", ""Kidney stone""]",Prototype curated from uploaded symptom-disease dataset and common university-health triage categories; not copied from external medical pages.,Prototype CDSS knowledge base - requires clinician review and validation before real-world medical use
D0592,Heavy Menstrual Bleeding,Genitourinary/Reproductive,Genitourinary,"Screening profile for Heavy Menstrual Bleeding. This entry supports symptom-to-condition ranking, follow-up questioning, and triage escalation in a university health-monitoring context.","[""painful urination"", ""frequent urination"", ""lower abdominal pain"", ""pelvic pain"", ""discharge""]","[""blood in urine"", ""severe pelvic pain"", ""high fever"", ""flank pain"", ""pregnancy concern"", ""testicular pain""]","[""Is urination painful or frequent?"", ""Any blood in urine, discharge, pelvic pain, or flank pain?"", ""Any fever or chills?"", ""How long have urinary symptoms been present?"", ""Any recent unprotected sexual exposure?""]","[""SpO₂ <= 90%"", ""Temperature >= 40°C"", ""Heart rate >= 130 BPM"", ""Systolic BP >= 180 or diastolic BP >= 120"", ""blood in urine"", ""severe pelvic pain"", ""high fever"", ""flank pain"", ""pregnancy concern""]","[""urinary infection"", ""dehydration or irritation"", ""sexual exposure in selected cases"", ""hygiene-related factors""]",Important for student clinics because symptoms may be sensitive and require confidential care.,Routine to urgent depending on red flags,"Refer for clinical testing when urinary symptoms are persistent, severe, associated with fever, blood, flank pain, or reproductive symptoms.","Encourage rest, hydration, symptom monitoring, avoiding self-medication misuse, and returning for review if symptoms worsen. This guidance is supportive, not diagnostic.","Refer to a clinician urgently if any red flag is present, symptoms are severe, symptoms persist, vital signs are abnormal, or the student appears unwell.","[""Heavy Menstrual Bleeding"", ""UTI"", ""STI-related syndrome"", ""Kidney infection concern"", ""Pelvic inflammatory concern"", ""Kidney stone""]",Prototype curated from uploaded symptom-disease dataset and common university-health triage categories; not copied from external medical pages.,Prototype CDSS knowledge base - requires clinician review and validation before real-world medical use
D0593,Pregnancy-related Concern,Genitourinary/Reproductive,Genitourinary,"Screening profile for Pregnancy-related Concern. This entry supports symptom-to-condition ranking, follow-up questioning, and triage escalation in a university health-monitoring context.","[""painful urination"", ""frequent urination"", ""lower abdominal pain"", ""pelvic pain"", ""discharge""]","[""blood in urine"", ""severe pelvic pain"", ""high fever"", ""flank pain"", ""pregnancy concern"", ""testicular pain""]","[""Is urination painful or frequent?"", ""Any blood in urine, discharge, pelvic pain, or flank pain?"", ""Any fever or chills?"", ""How long have urinary symptoms been present?"", ""Any recent unprotected sexual exposure?""]","[""SpO₂ <= 90%"", ""Temperature >= 40°C"", ""Heart rate >= 130 BPM"", ""Systolic BP >= 180 or diastolic BP >= 120"", ""blood in urine"", ""severe pelvic pain"", ""high fever"", ""flank pain"", ""pregnancy concern""]","[""urinary infection"", ""dehydration or irritation"", ""sexual exposure in selected cases"", ""hygiene-related factors""]",Important for student clinics because symptoms may be sensitive and require confidential care.,Routine to urgent depending on red flags,"Refer for clinical testing when urinary symptoms are persistent, severe, associated with fever, blood, flank pain, or reproductive symptoms.","Encourage rest, hydration, symptom monitoring, avoiding self-medication misuse, and returning for review if symptoms worsen. This guidance is supportive, not diagnostic.","Refer to a clinician urgently if any red flag is present, symptoms are severe, symptoms persist, vital signs are abnormal, or the student appears unwell.","[""Pregnancy-related Concern"", ""UTI"", ""STI-related syndrome"", ""Kidney infection concern"", ""Pelvic inflammatory concern"", ""Kidney stone""]",Prototype curated from uploaded symptom-disease dataset and common university-health triage categories; not copied from external medical pages.,Prototype CDSS knowledge base - requires clinician review and validation before real-world medical use
D0594,Testicular Pain Torsion Concern,Infectious/Fever,Infectious,"Screening profile for Testicular Pain Torsion Concern. This entry supports symptom-to-condition ranking, follow-up questioning, and triage escalation in a university health-monitoring context.","[""fever"", ""chills"", ""headache"", ""body pain"", ""fatigue""]","[""confusion"", ""stiff neck"", ""persistent vomiting"", ""seizure"", ""very high fever"", ""difficulty breathing""]","[""When did the fever start?"", ""Is the fever continuous or intermittent?"", ""Any chills, sweating, headache, or body pain?"", ""Any vomiting, neck stiffness, rash, or confusion?"", ""Any recent travel, mosquito exposure, unsafe water, or sick contact?""]","[""SpO₂ <= 90%"", ""Temperature >= 40°C"", ""Heart rate >= 130 BPM"", ""Systolic BP >= 180 or diastolic BP >= 120"", ""confusion"", ""stiff neck"", ""persistent vomiting"", ""seizure"", ""very high fever""]","[""mosquito exposure"", ""unsafe food or water exposure"", ""close-contact infection"", ""travel or community outbreak exposure""]","Relevant in African university settings due to malaria risk, water/food safety, outbreaks, and close-contact living.",Routine to urgent depending on red flags,"Assess fever pattern, hydration, mental status, and red flags; encourage proper clinical testing before treatment.","Encourage rest, hydration, symptom monitoring, avoiding self-medication misuse, and returning for review if symptoms worsen. This guidance is supportive, not diagnostic.","Refer to a clinician urgently if any red flag is present, symptoms are severe, symptoms persist, vital signs are abnormal, or the student appears unwell.","[""Testicular Pain Torsion Concern"", ""Malaria-like illness"", ""Typhoid-like illness"", ""Viral fever"", ""Meningitis concern"", ""Sepsis concern""]",Prototype curated from uploaded symptom-disease dataset and common university-health triage categories; not copied from external medical pages.,Prototype CDSS knowledge base - requires clinician review and validation before real-world medical use
D0595,Epididymitis Concern,Genitourinary/Reproductive,Genitourinary,"Screening profile for Epididymitis Concern. This entry supports symptom-to-condition ranking, follow-up questioning, and triage escalation in a university health-monitoring context.","[""painful urination"", ""frequent urination"", ""lower abdominal pain"", ""pelvic pain"", ""discharge""]","[""blood in urine"", ""severe pelvic pain"", ""high fever"", ""flank pain"", ""pregnancy concern"", ""testicular pain""]","[""Is urination painful or frequent?"", ""Any blood in urine, discharge, pelvic pain, or flank pain?"", ""Any fever or chills?"", ""How long have urinary symptoms been present?"", ""Any recent unprotected sexual exposure?""]","[""SpO₂ <= 90%"", ""Temperature >= 40°C"", ""Heart rate >= 130 BPM"", ""Systolic BP >= 180 or diastolic BP >= 120"", ""blood in urine"", ""severe pelvic pain"", ""high fever"", ""flank pain"", ""pregnancy concern""]","[""urinary infection"", ""dehydration or irritation"", ""sexual exposure in selected cases"", ""hygiene-related factors""]",Important for student clinics because symptoms may be sensitive and require confidential care.,Routine to urgent depending on red flags,"Refer for clinical testing when urinary symptoms are persistent, severe, associated with fever, blood, flank pain, or reproductive symptoms.","Encourage rest, hydration, symptom monitoring, avoiding self-medication misuse, and returning for review if symptoms worsen. This guidance is supportive, not diagnostic.","Refer to a clinician urgently if any red flag is present, symptoms are severe, symptoms persist, vital signs are abnormal, or the student appears unwell.","[""Epididymitis Concern"", ""UTI"", ""STI-related syndrome"", ""Kidney infection concern"", ""Pelvic inflammatory concern"", ""Kidney stone""]",Prototype curated from uploaded symptom-disease dataset and common university-health triage categories; not copied from external medical pages.,Prototype CDSS knowledge base - requires clinician review and validation before real-world medical use
D0596,STI Syndrome,Infectious/Fever,Infectious,"Screening profile for STI Syndrome. This entry supports symptom-to-condition ranking, follow-up questioning, and triage escalation in a university health-monitoring context.","[""fever"", ""chills"", ""headache"", ""body pain"", ""fatigue""]","[""confusion"", ""stiff neck"", ""persistent vomiting"", ""seizure"", ""very high fever"", ""difficulty breathing""]","[""When did the fever start?"", ""Is the fever continuous or intermittent?"", ""Any chills, sweating, headache, or body pain?"", ""Any vomiting, neck stiffness, rash, or confusion?"", ""Any recent travel, mosquito exposure, unsafe water, or sick contact?""]","[""SpO₂ <= 90%"", ""Temperature >= 40°C"", ""Heart rate >= 130 BPM"", ""Systolic BP >= 180 or diastolic BP >= 120"", ""confusion"", ""stiff neck"", ""persistent vomiting"", ""seizure"", ""very high fever""]","[""mosquito exposure"", ""unsafe food or water exposure"", ""close-contact infection"", ""travel or community outbreak exposure""]","Relevant in African university settings due to malaria risk, water/food safety, outbreaks, and close-contact living.",Routine to urgent depending on red flags,"Assess fever pattern, hydration, mental status, and red flags; encourage proper clinical testing before treatment.","Encourage rest, hydration, symptom monitoring, avoiding self-medication misuse, and returning for review if symptoms worsen. This guidance is supportive, not diagnostic.","Refer to a clinician urgently if any red flag is present, symptoms are severe, symptoms persist, vital signs are abnormal, or the student appears unwell.","[""STI Syndrome"", ""Malaria-like illness"", ""Typhoid-like illness"", ""Viral fever"", ""Meningitis concern"", ""Sepsis concern""]",Prototype curated from uploaded symptom-disease dataset and common university-health triage categories; not copied from external medical pages.,Prototype CDSS knowledge base - requires clinician review and validation before real-world medical use
D0597,Gonorrhea Concern,Infectious/Fever,Infectious,"Screening profile for Gonorrhea Concern. This entry supports symptom-to-condition ranking, follow-up questioning, and triage escalation in a university health-monitoring context.","[""fever"", ""chills"", ""headache"", ""body pain"", ""fatigue""]","[""confusion"", ""stiff neck"", ""persistent vomiting"", ""seizure"", ""very high fever"", ""difficulty breathing""]","[""When did the fever start?"", ""Is the fever continuous or intermittent?"", ""Any chills, sweating, headache, or body pain?"", ""Any vomiting, neck stiffness, rash, or confusion?"", ""Any recent travel, mosquito exposure, unsafe water, or sick contact?""]","[""SpO₂ <= 90%"", ""Temperature >= 40°C"", ""Heart rate >= 130 BPM"", ""Systolic BP >= 180 or diastolic BP >= 120"", ""confusion"", ""stiff neck"", ""persistent vomiting"", ""seizure"", ""very high fever""]","[""mosquito exposure"", ""unsafe food or water exposure"", ""close-contact infection"", ""travel or community outbreak exposure""]","Relevant in African university settings due to malaria risk, water/food safety, outbreaks, and close-contact living.",Routine to urgent depending on red flags,"Assess fever pattern, hydration, mental status, and red flags; encourage proper clinical testing before treatment.","Encourage rest, hydration, symptom monitoring, avoiding self-medication misuse, and returning for review if symptoms worsen. This guidance is supportive, not diagnostic.","Refer to a clinician urgently if any red flag is present, symptoms are severe, symptoms persist, vital signs are abnormal, or the student appears unwell.","[""Gonorrhea Concern"", ""Malaria-like illness"", ""Typhoid-like illness"", ""Viral fever"", ""Meningitis concern"", ""Sepsis concern""]",Prototype curated from uploaded symptom-disease dataset and common university-health triage categories; not copied from external medical pages.,Prototype CDSS knowledge base - requires clinician review and validation before real-world medical use
D0598,Chlamydia Concern,Infectious/Fever,Infectious,"Screening profile for Chlamydia Concern. This entry supports symptom-to-condition ranking, follow-up questioning, and triage escalation in a university health-monitoring context.","[""fever"", ""chills"", ""headache"", ""body pain"", ""fatigue""]","[""confusion"", ""stiff neck"", ""persistent vomiting"", ""seizure"", ""very high fever"", ""difficulty breathing""]","[""When did the fever start?"", ""Is the fever continuous or intermittent?"", ""Any chills, sweating, headache, or body pain?"", ""Any vomiting, neck stiffness, rash, or confusion?"", ""Any recent travel, mosquito exposure, unsafe water, or sick contact?""]","[""SpO₂ <= 90%"", ""Temperature >= 40°C"", ""Heart rate >= 130 BPM"", ""Systolic BP >= 180 or diastolic BP >= 120"", ""confusion"", ""stiff neck"", ""persistent vomiting"", ""seizure"", ""very high fever""]","[""mosquito exposure"", ""unsafe food or water exposure"", ""close-contact infection"", ""travel or community outbreak exposure""]","Relevant in African university settings due to malaria risk, water/food safety, outbreaks, and close-contact living.",Routine to urgent depending on red flags,"Assess fever pattern, hydration, mental status, and red flags; encourage proper clinical testing before treatment.","Encourage rest, hydration, symptom monitoring, avoiding self-medication misuse, and returning for review if symptoms worsen. This guidance is supportive, not diagnostic.","Refer to a clinician urgently if any red flag is present, symptoms are severe, symptoms persist, vital signs are abnormal, or the student appears unwell.","[""Chlamydia Concern"", ""Malaria-like illness"", ""Typhoid-like illness"", ""Viral fever"", ""Meningitis concern"", ""Sepsis concern""]",Prototype curated from uploaded symptom-disease dataset and common university-health triage categories; not copied from external medical pages.,Prototype CDSS knowledge base - requires clinician review and validation before real-world medical use
D0599,Syphilis Concern,Infectious/Fever,Infectious,"Screening profile for Syphilis Concern. This entry supports symptom-to-condition ranking, follow-up questioning, and triage escalation in a university health-monitoring context.","[""fever"", ""chills"", ""headache"", ""body pain"", ""fatigue""]","[""confusion"", ""stiff neck"", ""persistent vomiting"", ""seizure"", ""very high fever"", ""difficulty breathing""]","[""When did the fever start?"", ""Is the fever continuous or intermittent?"", ""Any chills, sweating, headache, or body pain?"", ""Any vomiting, neck stiffness, rash, or confusion?"", ""Any recent travel, mosquito exposure, unsafe water, or sick contact?""]","[""SpO₂ <= 90%"", ""Temperature >= 40°C"", ""Heart rate >= 130 BPM"", ""Systolic BP >= 180 or diastolic BP >= 120"", ""confusion"", ""stiff neck"", ""persistent vomiting"", ""seizure"", ""very high fever""]","[""mosquito exposure"", ""unsafe food or water exposure"", ""close-contact infection"", ""travel or community outbreak exposure""]","Relevant in African university settings due to malaria risk, water/food safety, outbreaks, and close-contact living.",Routine to urgent depending on red flags,"Assess fever pattern, hydration, mental status, and red flags; encourage proper clinical testing before treatment.","Encourage rest, hydration, symptom monitoring, avoiding self-medication misuse, and returning for review if symptoms worsen. This guidance is supportive, not diagnostic.","Refer to a clinician urgently if any red flag is present, symptoms are severe, symptoms persist, vital signs are abnormal, or the student appears unwell.","[""Syphilis Concern"", ""Malaria-like illness"", ""Typhoid-like illness"", ""Viral fever"", ""Meningitis concern"", ""Sepsis concern""]",Prototype curated from uploaded symptom-disease dataset and common university-health triage categories; not copied from external medical pages.,Prototype CDSS knowledge base - requires clinician review and validation before real-world medical use
D0600,Genital Herpes Concern,Genitourinary/Reproductive,Genitourinary,"Screening profile for Genital Herpes Concern. This entry supports symptom-to-condition ranking, follow-up questioning, and triage escalation in a university health-monitoring context.","[""painful urination"", ""frequent urination"", ""lower abdominal pain"", ""pelvic pain"", ""discharge""]","[""blood in urine"", ""severe pelvic pain"", ""high fever"", ""flank pain"", ""pregnancy concern"", ""testicular pain""]","[""Is urination painful or frequent?"", ""Any blood in urine, discharge, pelvic pain, or flank pain?"", ""Any fever or chills?"", ""How long have urinary symptoms been present?"", ""Any recent unprotected sexual exposure?""]","[""SpO₂ <= 90%"", ""Temperature >= 40°C"", ""Heart rate >= 130 BPM"", ""Systolic BP >= 180 or diastolic BP >= 120"", ""blood in urine"", ""severe pelvic pain"", ""high fever"", ""flank pain"", ""pregnancy concern""]","[""urinary infection"", ""dehydration or irritation"", ""sexual exposure in selected cases"", ""hygiene-related factors""]",Important for student clinics because symptoms may be sensitive and require confidential care.,Routine to urgent depending on red flags,"Refer for clinical testing when urinary symptoms are persistent, severe, associated with fever, blood, flank pain, or reproductive symptoms.","Encourage rest, hydration, symptom monitoring, avoiding self-medication misuse, and returning for review if symptoms worsen. This guidance is supportive, not diagnostic.","Refer to a clinician urgently if any red flag is present, symptoms are severe, symptoms persist, vital signs are abnormal, or the student appears unwell.","[""Genital Herpes Concern"", ""UTI"", ""STI-related syndrome"", ""Kidney infection concern"", ""Pelvic inflammatory concern"", ""Kidney stone""]",Prototype curated from uploaded symptom-disease dataset and common university-health triage categories; not copied from external medical pages.,Prototype CDSS knowledge base - requires clinician review and validation before real-world medical use
